year,nzsioc,nzsioc_descriptor,variable,units,magnitude,source,data_value
2020,DD112,Electricity transmission and distribution,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,65.44
2020,DD112,Electricity transmission and distribution,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,56.31
2020,DD112,Electricity transmission and distribution,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.01
2020,DD112,Electricity transmission and distribution,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,6.36
2020,DD112,Electricity transmission and distribution,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.54
2020,DD112,Electricity transmission and distribution,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,6.9
2020,DD112,Electricity transmission and distribution,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,2225.35
2020,DD112,Electricity transmission and distribution,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,65440.84
2020,DD112,Electricity transmission and distribution,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,11.65
2020,DD112,Electricity transmission and distribution,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,56306.95
2020,DD112,Electricity transmission and distribution,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,535.65
2020,DD112,Electricity transmission and distribution,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,6361.23
2020,DD112,Electricity transmission and distribution,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,6896.88
2021,DD112,Electricity transmission and distribution,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.56
2021,DD112,Electricity transmission and distribution,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,74.32
2021,DD112,Electricity transmission and distribution,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,64.68
2021,DD112,Electricity transmission and distribution,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.01
2021,DD112,Electricity transmission and distribution,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,6.6
2021,DD112,Electricity transmission and distribution,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.47
2021,DD112,Electricity transmission and distribution,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,7.07
2021,DD112,Electricity transmission and distribution,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,2555.75
2021,DD112,Electricity transmission and distribution,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,74320.02
2021,DD112,Electricity transmission and distribution,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,13.07
2021,DD112,Electricity transmission and distribution,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,64680.55
2021,DD112,Electricity transmission and distribution,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,467.52
2021,DD112,Electricity transmission and distribution,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,6603.13
2021,DD112,Electricity transmission and distribution,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,7070.65
2022,DD112,Electricity transmission and distribution,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.61
2022,DD112,Electricity transmission and distribution,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,80.75
2022,DD112,Electricity transmission and distribution,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,66.75
2022,DD112,Electricity transmission and distribution,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.01
2022,DD112,Electricity transmission and distribution,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,10.88
2022,DD112,Electricity transmission and distribution,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.49
2022,DD112,Electricity transmission and distribution,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,11.37
2022,DD112,Electricity transmission and distribution,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,2614.67
2022,DD112,Electricity transmission and distribution,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,80752.17
2022,DD112,Electricity transmission and distribution,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,13.57
2022,DD112,Electricity transmission and distribution,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,66751.9
2022,DD112,Electricity transmission and distribution,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,488.01
2022,DD112,Electricity transmission and distribution,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,10884.02
2022,DD112,Electricity transmission and distribution,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,11372.02
2023,DD112,Electricity transmission and distribution,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.5
2023,DD112,Electricity transmission and distribution,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,63.99
2023,DD112,Electricity transmission and distribution,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,54.17
2023,DD112,Electricity transmission and distribution,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.01
2023,DD112,Electricity transmission and distribution,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,7
2023,DD112,Electricity transmission and distribution,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.3
2023,DD112,Electricity transmission and distribution,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,7.3
2023,DD112,Electricity transmission and distribution,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,2504.43
2023,DD112,Electricity transmission and distribution,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,63989.26
2023,DD112,Electricity transmission and distribution,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,13.53
2023,DD112,Electricity transmission and distribution,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,54173.17
2023,DD112,Electricity transmission and distribution,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,297.77
2023,DD112,Electricity transmission and distribution,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,7000.37
2023,DD112,Electricity transmission and distribution,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,7298.14
2007,DD113,Gas supply,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,112.67
2007,DD113,Gas supply,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,112.81
2007,DD113,Gas supply,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.06
2007,DD113,Gas supply,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.06
2007,DD113,Gas supply,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.02
2007,DD113,Gas supply,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.02
2007,DD113,Gas supply,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,112673.94
2007,DD113,Gas supply,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,112814.14
2007,DD113,Gas supply,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,61.15
2007,DD113,Gas supply,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,63.71
2007,DD113,Gas supply,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,15.34
2007,DD113,Gas supply,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,15.34
2008,DD113,Gas supply,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,90.99
2008,DD113,Gas supply,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,91.11
2008,DD113,Gas supply,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.05
2008,DD113,Gas supply,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.05
2008,DD113,Gas supply,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.02
2008,DD113,Gas supply,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.02
2008,DD113,Gas supply,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,90988.67
2008,DD113,Gas supply,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,91111.98
2008,DD113,Gas supply,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,51.47
2008,DD113,Gas supply,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,53.63
2008,DD113,Gas supply,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,18.22
2008,DD113,Gas supply,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,18.22
2009,DD113,Gas supply,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,149.05
2009,DD113,Gas supply,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,149.26
2009,DD113,Gas supply,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.09
2009,DD113,Gas supply,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.1
2009,DD113,Gas supply,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.02
2009,DD113,Gas supply,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.02
2009,DD113,Gas supply,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,149048.39
2009,DD113,Gas supply,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,149255.57
2009,DD113,Gas supply,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,97.03
2009,DD113,Gas supply,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,89.47
2009,DD113,Gas supply,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,20.67
2009,DD113,Gas supply,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,20.67
2010,DD113,Gas supply,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,176.89
2010,DD113,Gas supply,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,177.12
2010,DD113,Gas supply,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.1
2010,DD113,Gas supply,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.1
2010,DD113,Gas supply,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.02
2010,DD113,Gas supply,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.02
2010,DD113,Gas supply,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,176893.53
2010,DD113,Gas supply,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,177116.14
2010,DD113,Gas supply,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,102.15
2010,DD113,Gas supply,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,100.42
2010,DD113,Gas supply,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,20.05
2010,DD113,Gas supply,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,20.05
2011,DD113,Gas supply,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,234.45
2011,DD113,Gas supply,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,234.71
2011,DD113,Gas supply,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.12
2011,DD113,Gas supply,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.12
2011,DD113,Gas supply,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.02
2011,DD113,Gas supply,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.02
2011,DD113,Gas supply,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,234448.32
2011,DD113,Gas supply,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,234709.33
2011,DD113,Gas supply,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,116.8
2011,DD113,Gas supply,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,121.56
2011,DD113,Gas supply,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,22.65
2011,DD113,Gas supply,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,22.65
2012,DD113,Gas supply,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,270.14
